"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 01 15:58:22 GMT 2023","Thu Jun 01 15:59:55 GMT 2023","92493","","AppTest","","AppTest","firstFlight","Validate first flight to Thessaloniki",""
"passed","Thu Jun 01 15:59:55 GMT 2023","Thu Jun 01 16:00:44 GMT 2023","48727","","AppTest","","AppTest","secondFlight","Validate second flight to London",""
