"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 01 16:05:02 GMT 2023","Thu Jun 01 16:05:49 GMT 2023","46229","","AppTest","","AppTest","secondFlight","Validate second flight to London",""
"passed","Thu Jun 01 16:04:14 GMT 2023","Thu Jun 01 16:05:02 GMT 2023","48489","","AppTest","","AppTest","firstFlight","Validate first flight to Thessaloniki",""
