"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 21 10:31:53 GMT 2023","Wed Jun 21 10:32:37 GMT 2023","43149","","AppTest","","AppTest","secondFlight","Validate second flight to London",""
"passed","Wed Jun 21 10:31:09 GMT 2023","Wed Jun 21 10:31:53 GMT 2023","44126","","AppTest","","AppTest","firstFlight","Validate first flight to Thessaloniki",""
