"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 21 10:31:13 GMT 2023","Wed Jun 21 10:31:51 GMT 2023","37783","","AppTest","","AppTest","firstFlight","Validate first flight to Thessaloniki",""
"passed","Wed Jun 21 10:31:51 GMT 2023","Wed Jun 21 10:32:32 GMT 2023","41140","","AppTest","","AppTest","secondFlight","Validate second flight to London",""
